description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-28/mensa-rempartstrae_wochenangebot.jpg
Bunter Salat mit Tomate Mozzarella und Basilikum Griechischer Bauernsalat Baguette,no,no,Essen 1,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_essen-1.jpg
Gulasch mit Bio-Rind Ungarische Art Butternudeln,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_essen-3.jpg
Penne all arrabbiata Geriebener Hartkase,no,no,Schneller Teller,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_schneller-teller.jpg
Dicke Fritten Chili con Carne Knoblauchol Peperoniol Geriebener Mozzarella,no,no,Wochenangebot,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-04-28/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Karotten-Krautsalat,no,no,Essen 1,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-26/mensa-rempartstrae_essen-1.jpg
Bunter Salat mit Tomate Mozzarella und Basilikum Baguette,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_essen-1.jpg
Merlanfilet paniert Sauce Tartar Krauterkartoffeln,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_essen-2.jpg
Milchreis Apfelmus Zimtzucker,no,no,Essen 3,Vegetarisch,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-25/mensa-flugplatz_wochenangebot.jpg
Ravioli gefullt mit Ricotta und Spinat Pesto Perlgraupenrisotto Schafskase Topping Blattsalat,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2025-04-25/mensa-rempartstrae_tagesgericht.jpg
Dicke Fritten Gemuse-Sojabolognese Chili-Paprikacreme Tomaten Ruccola geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-25/mensa-rempartstrae_wochenangebot.jpg
Bunter Salat mit Tomate Mozzarella und Basilikum Baguette,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-04-25/mensa-institutsviertel_essen-1.jpg
Merlanfilet paniert Sauce Tartar Krauterkartoffeln,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-04-25/mensa-institutsviertel_essen-2.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-25/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-04-25/mensa-littenweiler_wochenangebot.jpg
Linsen-Bolognese Spaghetti Ruccolapesto Geriebener Hartkase,no,no,Essen 1,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_essen-1.jpg
Schweinesteak mit Zwiebel-Senfkruste Rahmsauce Bauernspatzle Prinzessbohnen,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_essen-2.jpg
Misosuppe vegetarisch und mit Fleisch Baguette,no,no,Essen 3,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-24/mensa-flugplatz_wochenangebot.jpg
Mini Fruhlingsrollen Sauce su-sauer Basmatireis,no,no,Essen 2,Vegan,Mensa Rempartstrae,images/2025-04-24/mensa-rempartstrae_essen-2.jpg
Halloumi-Bowl mit schwarzen Linsen Rote Bete-Dip Gurke Papadam Tomate Olive Zitronenbulgur Scharfe Zwiebeln,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2025-04-24/mensa-rempartstrae_tagesgericht.jpg
Dicke Fritten Gemuse-Sojabolognese Chili-Paprikacreme Tomaten Ruccola geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-24/mensa-rempartstrae_wochenangebot.jpg
Linsen-Bolognese Spaghetti Ruccolapesto Geriebener Hartkase,no,no,Essen 1,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_essen-1.jpg
Schweinesteak mit Zwiebel-Senfkruste Rahmsauce Bauernspatzle Prinzessbohnen,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_essen-2.jpg
Scharfe Gemuse-Kokos-Suppe mit Bio-Tofu Baguette,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_schneller-teller.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-24/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-04-24/mensa-littenweiler_wochenangebot.jpg
Gemusebratling Weie Sauce mit frischen Champignons Kartoffelbrei Fingermohren,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_essen-1.jpg
Apfelstrudel Vanillesauce Sauerkirschkompott,no,no,Essen 2,Vegetarisch,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-23/mensa-flugplatz_wochenangebot.jpg
Zucchini-Ricottaballchen Rotes Paprikaragout Pastasotto,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2025-04-23/mensa-rempartstrae_essen-1.jpg
Dicke Fritten Gemuse-Sojabolognese Chili-Paprikacreme Tomaten Ruccola geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-23/mensa-rempartstrae_wochenangebot.jpg
Gemusebratling Weie Sauce mit frischen Champignons Kartoffelbrei Fingermohren,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_essen-1.jpg
Apfelstrudel Vanillesauce Sauerkirschkompott,no,no,Essen 2,Vegetarisch,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_essen-2.jpg
Misosuppe vegetarisch und mit Fleisch Baguette,no,no,Essen 3,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_wochenangebot.jpg
Borek mit Spinat Karottencurry Erbsenpuree,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2025-04-23/mensa-institutsviertel_abendessen-1.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-04-23/mensa-littenweiler_wochenangebot.jpg
Schupfnudel-Gemusepfanne Weie Sauce Pesto,no,no,Essen 1,Vegan,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_essen-1.jpg
Hacksteak Berner Art Pfeffer-Rahmsauce Kartoffelbrei Karotten-Erbsengemuse,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-22/mensa-flugplatz_wochenangebot.jpg
Tortellini gefullt mit Ricotta und Spinat Zitronen-Barlauchsauce Geplatzte Tomaten,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2025-04-22/mensa-rempartstrae_essen-1.jpg
Scharfe Gemuse-Kokos-Suppe mit Bio-Tofu,no,no,Schneller Teller,Vegan,Mensa Rempartstrae,images/2025-04-22/mensa-rempartstrae_schneller-teller.jpg
Dicke Fritten Gemuse-Sojabolognese Chili-Paprikacreme Tomaten Ruccola geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-22/mensa-rempartstrae_wochenangebot.jpg
Schupfnudel-Gemusepfanne Weie Sauce Pesto,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_essen-1.jpg
Hacksteak Berner Art Pfeffer-Rahmsauce Kartoffelbrei Karotten-Erbsengemuse,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_essen-3.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-22/mensa-institutsviertel_wochenangebot.jpg
Paniertes Schweineschnitzel oder Gemuseschnitzel Bratensauce Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-04-22/mensa-littenweiler_wochenangebot.jpg
Gemusemaultaschen mit Tomate und Mozzarella uberbacken Zwiebelschmelze Risoleekartoffeln,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-04-17/mensa-flugplatz_essen-1.jpg
Milchreis Erdbeerkompott Zimtzucker,no,no,Schneller Teller,Vegetarisch,Mensa Flugplatz,images/2025-04-17/mensa-flugplatz_schneller-teller.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-17/mensa-flugplatz_wochenangebot.jpg
Fried Bio-Tofu Tomaten-Ingwerchutney Nudeln Thai Art,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2025-04-17/mensa-rempartstrae_essen-1.jpg
Gemuse-Gnocchipfanne Pinksauce Schafskase Topping,no,no,Essen 2,Vegetarisch,Mensa Rempartstrae,images/2025-04-17/mensa-rempartstrae_essen-2.jpg
Milchreis Apfelmus Zimtzucker,no,no,Schneller Teller,Vegetarisch,Mensa Rempartstrae,images/2025-04-17/mensa-rempartstrae_schneller-teller.jpg
Gemusemaultaschen mit Tomate und Mozzarella uberbacken Zwiebelschmelze Risoleekartoffeln,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-04-17/mensa-institutsviertel_essen-1.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-17/mensa-institutsviertel_wochenangebot.jpg
Tortellini gefullt mit Ricotta und Spinat Basilikum-Kasesauce Fruhlingszwiebel Tomatenwurfel und geriebener Emmentaler,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-04-16/mensa-flugplatz_essen-1.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-16/mensa-flugplatz_wochenangebot.jpg
Cannelloni mit Gemuse und Kasekruste Tomatensauce Krauterpesto,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2025-04-16/mensa-rempartstrae_essen-1.jpg
Tortellini gefullt mit Ricotta und Spinat Basilikum-Kasesauce Fruhlingszwiebel Tomatenwurfel und geriebener Emmentaler,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_essen-1.jpg
Misosuppe vegetarisch und mit Fleisch Baguette,no,no,Essen 3,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_essen-3.jpg
Superfood Salat mit Bio Rauchertofu,no,no,Schneller Teller,Vegan,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_schneller-teller.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-16/mensa-institutsviertel_wochenangebot.jpg
Zitronen-Krauternudeln mit Tomaten Ruccola und Basilikum Bio Rauchertofu Tomatensugo Petersilienpesto,no,no,Essen 1,Vegan,Mensa Flugplatz,images/2025-04-15/mensa-flugplatz_essen-1.jpg
Hahnchenfleisch-Burger Avocadodip Risoleekartoffeln,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-04-15/mensa-flugplatz_essen-2.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-15/mensa-flugplatz_wochenangebot.jpg
Gefullte Paprika Gitterkartoffeln Spanische Bohnen,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2025-04-15/mensa-rempartstrae_essen-1.jpg
Rotes Nudelcurry mit Linsen und Ananas,no,no,Schneller Teller,Vegan,Mensa Rempartstrae,images/2025-04-15/mensa-rempartstrae_schneller-teller.jpg
Gemuselasagne mit Oliven und Weikase Pesto,no,no,Tagesgericht,Vegetarisch,Mensa Rempartstrae,images/2025-04-15/mensa-rempartstrae_tagesgericht.jpg
Zitronen-Krauternudeln mit Tomaten Ruccola und Basilikum Bio Rauchertofu Tomatensugo Petersilienpesto,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_essen-1.jpg
Hahnchenfleisch-Burger Avocadodip Risoleekartoffeln,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-15/mensa-institutsviertel_wochenangebot.jpg
Spaghetti Bolognese mit Bio-Rind Geriebener Hartkase,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-04-14/mensa-flugplatz_essen-2.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Flugplatz,images/2025-04-14/mensa-flugplatz_wochenangebot.jpg
Vegetarisches Geschnetzeltes Champignon-Rahmsauce Kartoffelrosti Buntes Pfannengemuse,no,no,Essen 1,Vegetarisch,Mensa Rempartstrae,images/2025-04-14/mensa-rempartstrae_essen-1.jpg
Spaghetti Bolognese mit Bio-Rind Geriebener Hartkase,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2025-04-14/mensa-rempartstrae_essen-2.jpg
Spaghetti Bolognese mit Bio-Rind Geriebener Hartkase,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-04-14/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-04-14/mensa-institutsviertel_essen-3.jpg
Dicke Fritten Chilli von Erbsenprotein Jalapenos Rucola Knoblauchol Peperoniol Geriebener Kase,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-14/mensa-institutsviertel_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Littenweiler,images/2025-04-14/mensa-littenweiler_essen-1.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2025-04-12/mensa-rempartstrae_essen-1.jpg
Bio-Rinderbraten Rotweinsauce Bauernspatzle Rotkraut,no,no,Essen 2,Nicht-vegetarisch,Mensa Rempartstrae,images/2025-04-12/mensa-rempartstrae_essen-2.jpg
Milchreis Apfelmus Zimtzucker,no,no,Schneller Teller,Vegetarisch,Mensa Flugplatz,images/2025-04-11/mensa-flugplatz_schneller-teller.jpg
Milchreis Apfelmus Zimtzucker,no,no,Schneller Teller,Vegetarisch,Mensa Rempartstrae,images/2025-04-11/mensa-rempartstrae_schneller-teller.jpg
Pasta \"Tonno\" mit veganem Thunfisch Tomaten Gemuse Oliven,no,no,Tagesgericht,Vegan,Mensa Rempartstrae,images/2025-04-11/mensa-rempartstrae_tagesgericht.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-11/mensa-rempartstrae_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-11/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-04-11/mensa-littenweiler_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Gurkendip Naan Brot,no,no,Essen 1,Vegan,Mensa Flugplatz,images/2025-04-10/mensa-flugplatz_essen-1.jpg
Mandel-Tofuragout mit Pilzen Bauernspatzle,no,no,Essen 2,Vegetarisch,Mensa Rempartstrae,images/2025-04-10/mensa-rempartstrae_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-10/mensa-rempartstrae_wochenangebot.jpg
Mangold-Linsencurry mit Zitronenblattern Basmatireis Gurkendip Naan Brot,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2025-04-10/mensa-institutsviertel_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-10/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-04-10/mensa-littenweiler_wochenangebot.jpg
Gronsaksbullar Tomatenragout Krauter-Kasespatzle,no,no,Essen 1,Vegetarisch,Mensa Flugplatz,images/2025-04-09/mensa-flugplatz_essen-1.jpg
Mini Fruhlingsrollen Sauce su-sauer Langkornreis,no,no,Essen 2,Vegan,Mensa Flugplatz,images/2025-04-09/mensa-flugplatz_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-09/mensa-rempartstrae_wochenangebot.jpg
Gronsaksbullar Tomatenragout Krauter-Kasespatzle,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_essen-1.jpg
Mini Fruhlingsrollen Sauce su-sauer Langkornreis,no,no,Essen 2,Vegan,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_essen-2.jpg
Misosuppe vegetarisch und mit Fleisch Baguette,no,no,Essen 3,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_essen-3.jpg
Penne all arrabbiata Geriebener Hartkase,no,no,Schneller Teller,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_schneller-teller.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_wochenangebot.jpg
Kartoffelpuffer Erbsen-Guacamole Krauter-Joghurtdip,no,no,Abendessen 1,Vegetarisch,Mensa Institutsviertel,images/2025-04-09/mensa-institutsviertel_abendessen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-04-09/mensa-littenweiler_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Flugplatz,images/2025-04-08/mensa-flugplatz_essen-1.jpg
Cordon bleu vom Schwein Zitronenjus Kartoffelbrei Karotten-Erbsengemuse,no,no,Essen 2,Nicht-vegetarisch,Mensa Flugplatz,images/2025-04-08/mensa-flugplatz_essen-2.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-08/mensa-rempartstrae_wochenangebot.jpg
Texaspfanne mit Sojastreifen und roten Bohnen Paprikadip Country Potatoes,no,no,Essen 1,Vegan,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_essen-1.jpg
Cordon bleu vom Schwein Zitronenjus Kartoffelbrei Karotten-Erbsengemuse,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_essen-3.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Institutsviertel,images/2025-04-08/mensa-institutsviertel_wochenangebot.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Littenweiler,images/2025-04-08/mensa-littenweiler_wochenangebot.jpg
Thai Curry mit Gemuse und Soja Basmatireis Erdnusse,no,no,Essen 1,Vegan,Mensa Rempartstrae,images/2025-04-07/mensa-rempartstrae_essen-1.jpg
Currywurst oder planted Currywurst Pommes frites,no,no,Wochenangebot,Vegan auf Anfrage,Mensa Rempartstrae,images/2025-04-07/mensa-rempartstrae_wochenangebot.jpg
Gerostete Gemusemaultaschen mit Ei Tomatensauce Kartoffel-Gurkensalat,no,no,Essen 1,Vegetarisch,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_essen-1.jpg
Hahnchen-Knusperschnitzel Tomatenragout Fusilli Geriebener Hartkase,no,no,Essen 2,Nicht-vegetarisch,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_essen-2.jpg
Pasta-Kreationen aus unserer eigenen Pasta-Manufaktur mit verschiedenen Saucen und Toppings,no,no,Essen 3,Vegan,Mensa Institutsviertel,images/2025-04-07/mensa-institutsviertel_essen-3.jpg
