description,Beilagensalat,Regio Apfel,type,diet,mensa,image_path
Zucchini-Kofte Krauter-Joghurtdip Greek peasant salad flatbread,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-03-27/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-27/mensa-rempartstrae_wochenangebot.jpg
Hamburger TS with beef kase tomato salad fries fries,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-03-27/mensa-institutsviertel_essen-2.jpg
Superfood salad with organic Raubertofu,no,no,Quick plate,Vegan,Mensa Institutsviertel,images/2025-03-27/mensa-institutsviertel_schneller-teller.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-27/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-27/mensa-littenweiler_wochenangebot.jpg
Sharp gemuse coconut soup with organic tofu,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2025-03-26/mensa-rempartstrae_schneller-teller.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-26/mensa-rempartstrae_wochenangebot.jpg
Colorful salad with Tomate Mozzarella and Basil Baguette,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-03-26/mensa-institutsviertel_essen-1.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-03-26/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-26/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-26/mensa-littenweiler_wochenangebot.jpg
Organic beef roast red wine sauce potato croquettes red cabbage,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-03-25/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-25/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-03-25/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-25/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-25/mensa-littenweiler_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Daily dish,Vegan (on request),Mensa Rempartstrae,images/2025-03-24/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-24/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-03-24/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-24/mensa-institutsviertel_wochenangebot.jpg
Schupfnudeln cream sauce,no,no,Dinner 1,Vegan,Mensa Institutsviertel,images/2025-03-24/mensa-institutsviertel_abendessen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-24/mensa-littenweiler_wochenangebot.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-21/mensa-rempartstrae_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-21/mensa-institutsviertel_wochenangebot.jpg
Mini spring rolls sauce SU-Sau basmati rice,no,no,Meal 2,Vegan,Mensa Rempartstrae,images/2025-03-20/mensa-rempartstrae_essen-2.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-20/mensa-rempartstrae_wochenangebot.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-20/mensa-institutsviertel_wochenangebot.jpg
Zucchini-Ricottaballchen Red Paprikaragout Pastasotto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-03-19/mensa-rempartstrae_essen-1.jpg
Blumenkohlburger with Harissa-Mayonnaise Aubergine and Rucola French fries,no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2025-03-19/mensa-rempartstrae_tagesgericht.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-19/mensa-rempartstrae_wochenangebot.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-03-19/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-19/mensa-institutsviertel_wochenangebot.jpg
Sojagyros cucumber fries fries,no,no,Dinner 1,Vegan,Mensa Institutsviertel,images/2025-03-19/mensa-institutsviertel_abendessen-1.jpg
Mango wheat taboBouleh with herbs Harissa-Dip Baguette,no,no,Quick plate,Vegan,Mensa Rempartstrae,images/2025-03-18/mensa-rempartstrae_schneller-teller.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-18/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-03-18/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-18/mensa-institutsviertel_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-03-17/mensa-rempartstrae_essen-1.jpg
Ravioli fulled with ricotta and spinach Pesto Perlbraupenrisotto sheep's box topping leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-03-17/mensa-rempartstrae_tagesgericht.jpg
Thick fries Gemuse-sojabolognese chili paprika cream tomatoes rocket grated kase,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-17/mensa-rempartstrae_wochenangebot.jpg
Soy -scetted Zuricher Sauce Rigatoni fingermine,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-03-17/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-03-17/mensa-institutsviertel_essen-3.jpg
Thick fries chilli by pea protein jalapenos arugola knoblauchole pepperoniol grated kase,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-17/mensa-institutsviertel_wochenangebot.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Meal 1,Vegan (on request),Mensa Rempartstrae,images/2025-03-15/mensa-rempartstrae_essen-1.jpg
Musela sagne with olives and white pesto,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-03-14/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-14/mensa-rempartstrae_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-14/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-14/mensa-littenweiler_wochenangebot.jpg
Halloumi-Bowl with black lentils beetroot dip cucumber papadam tomato olive lemon bulgure sharp onions,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-03-13/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-13/mensa-rempartstrae_wochenangebot.jpg
Zucchini-Ricottaballchen Red Paprikaragout Pastasotto,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-03-13/mensa-institutsviertel_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-13/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-13/mensa-littenweiler_wochenangebot.jpg
Cannelloni with a gem and casual crust sauce herbly pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-03-12/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-12/mensa-rempartstrae_wochenangebot.jpg
Mediterranean bowl olive basil zucchini bean cream pesto organic couscous with Gemuse Ebly-Zartweizen Tomatenwurfel,no,no,Meal 2,Vegan,Mensa Institutsviertel,images/2025-03-12/mensa-institutsviertel_essen-2.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-03-12/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-12/mensa-institutsviertel_wochenangebot.jpg
Borek with spinach carrot curry pea -puree,no,no,Dinner 1,Vegetarian,Mensa Institutsviertel,images/2025-03-12/mensa-institutsviertel_abendessen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-12/mensa-littenweiler_wochenangebot.jpg
Fulled peppers grating potatoes Spanish beans,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-03-11/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-11/mensa-rempartstrae_wochenangebot.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-03-11/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-11/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-11/mensa-littenweiler_wochenangebot.jpg
Vegetarian sliced mushroom sauce potato rosti colorful pan,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-03-10/mensa-rempartstrae_essen-1.jpg
Spaghetti Bolognese with bio-beef grated hard case,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-03-10/mensa-rempartstrae_essen-2.jpg
Vegan fillet strips Hummus Gemusesalat flatbread,no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2025-03-10/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-03-10/mensa-rempartstrae_wochenangebot.jpg
Rusted Gmusemault bags with a tomato sauce potato-cucumber salad,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-03-10/mensa-institutsviertel_essen-1.jpg
Pasta creations from our own pasta manufacturer with various sauces and toppings,no,no,Meal 3,Vegan,Mensa Institutsviertel,images/2025-03-10/mensa-institutsviertel_essen-3.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-03-10/mensa-institutsviertel_wochenangebot.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-03-10/mensa-littenweiler_wochenangebot.jpg
Texa pan with soy stripes and red beans Paprikadip Country Potatoes,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-03-08/mensa-rempartstrae_essen-1.jpg
Organic beef roast red wine sauce potato croquettes red cabbage,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-03-08/mensa-rempartstrae_essen-2.jpg
Linsenballchen sesamdip organic oven potatoes California Coleslaw,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-03-07/mensa-rempartstrae_essen-1.jpg
Milky pice apple sauce cinnamon sugar,no,no,Quick plate,Vegetarian,Mensa Rempartstrae,images/2025-03-07/mensa-rempartstrae_schneller-teller.jpg
Sojagyros Zaziki Gemusereis Carrot Salad,no,no,Daily dish,Vegan (on request),Mensa Rempartstrae,images/2025-03-07/mensa-rempartstrae_tagesgericht.jpg
Oven potato peased guacamole bean cream,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-03-07/mensa-institutsviertel_essen-1.jpg
Merlan fillet breaded sauce tartar herbly potatoes,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-03-07/mensa-institutsviertel_essen-2.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-03-07/mensa-institutsviertel_wochenangebot.jpg
Linsenballchen sesamdip organic oven potatoes California Coleslaw,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-03-06/mensa-rempartstrae_essen-1.jpg
Almond Tofuragout with mushrooms farmers sparrow,no,no,Meal 2,Vegetarian,Mensa Rempartstrae,images/2025-03-06/mensa-rempartstrae_essen-2.jpg
"Pasta \ ""tonno \"" with vegan tuna tomato gemuse olives",no,no,Daily dish,Vegan,Mensa Rempartstrae,images/2025-03-06/mensa-rempartstrae_tagesgericht.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-03-06/mensa-institutsviertel_wochenangebot.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-03-05/mensa-institutsviertel_essen-3.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-03-05/mensa-institutsviertel_wochenangebot.jpg
Mini spring rolls sauce SU -au long grain rice,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-03-04/mensa-institutsviertel_essen-1.jpg
Cordon Bleu from the pig lemon jus potato porridge carrot inheritance,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-03-04/mensa-institutsviertel_essen-2.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-03-04/mensa-institutsviertel_wochenangebot.jpg
Kaiserschmarrn apple sauce,no,no,Meal 1,Vegetarian,Mensa Institutsviertel,images/2025-03-03/mensa-institutsviertel_essen-1.jpg
Thick fries chili con carne Knoblauchol pepperoniol grated Mozzarella,no,no,Weekly special,Non‑vegetarian,Mensa Institutsviertel,images/2025-03-03/mensa-institutsviertel_wochenangebot.jpg
Thai curry with a gem and soy basmati rice peanut,no,no,Meal 1,Vegan,Mensa Rempartstrae,images/2025-03-01/mensa-rempartstrae_essen-1.jpg
Hahnchen-crispy schnitzel tomato sauce fusilli,no,no,Meal 2,Non‑vegetarian,Mensa Rempartstrae,images/2025-03-01/mensa-rempartstrae_essen-2.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-02-28/mensa-rempartstrae_wochenangebot.jpg
Fish fillet herb potatoes Remouladen sauce,no,no,Meal 2,Non‑vegetarian,Mensa Institutsviertel,images/2025-02-28/mensa-institutsviertel_essen-2.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-02-28/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-02-28/mensa-littenweiler_wochenangebot.jpg
Colorful Tortellini Kase cream sauce,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-02-27/mensa-rempartstrae_essen-1.jpg
Schupfnudel-Gemusepfanne Rahmsauce leaf salad,no,no,Daily dish,Vegetarian,Mensa Rempartstrae,images/2025-02-27/mensa-rempartstrae_tagesgericht.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-02-27/mensa-rempartstrae_wochenangebot.jpg
Spaghetti wheat-gemusebolognese,no,no,Meal 1,Vegan,Mensa Institutsviertel,images/2025-02-27/mensa-institutsviertel_essen-1.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-02-27/mensa-institutsviertel_wochenangebot.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Littenweiler,images/2025-02-27/mensa-littenweiler_wochenangebot.jpg
Cannelloni with a gem and casual crust sauce herbly pesto,no,no,Meal 1,Vegetarian,Mensa Rempartstrae,images/2025-02-26/mensa-rempartstrae_essen-1.jpg
Currywurst or planted currywurst fries fries,no,no,Weekly special,Vegan (on request),Mensa Rempartstrae,images/2025-02-26/mensa-rempartstrae_wochenangebot.jpg
Miso soup vegetarian and with meat baguette,no,no,Meal 3,Vegan (on request),Mensa Institutsviertel,images/2025-02-26/mensa-institutsviertel_essen-3.jpg
Baundered pork snitzel or gemuseschnitzel roast sauce fries fries,no,no,Weekly special,Vegan (on request),Mensa Institutsviertel,images/2025-02-26/mensa-institutsviertel_wochenangebot.jpg
